UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5000.5,L50776,L,297.4928408845896,307.46876422598405,1350.616051105737,52.99803950933843,171.69630663442217,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53940,L,300.55268465315766,309.5790029699747,1454.0,50.41040247596553,1.4736336636594003,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55541,L,301.1149560126211,310.2433040084141,1445.5240577824522,42.757217334735685,2.6202889122613793,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47853,L,301.28967515914354,310.7225831565072,1445.2451663130144,44.08387473476078,209.2645010609569,0,0.0,0.0,0.0,0.0,0.0
5000.5,M16726,M,303.1198355030926,312.3630749823503,1673.6396710061852,32.390117065319195,76.21619739628893,0,0.0,0.0,0.0,0.0,0.0
5000.5,H31146,M,297.13622897801326,308.2454096593377,1699.7295170331124,29.20148124185413,122.63771021986739,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56099,L,299.12482073548415,309.32929535887155,1693.4689740806448,29.44343628709727,192.87589632257922,0,0.0,0.0,0.0,0.0,0.0
5000.5,M23988,M,297.81641309278433,308.1570216701019,1481.570216701019,46.975804515466805,76.73434762886258,0,0.0,0.0,0.0,0.0,0.0
5000.5,M22101,M,300.30188808785766,311.79811191214236,1482.9055956071188,45.00181943140358,181.07552351430493,0,0.0,0.0,0.0,0.0,0.0
5000.5,M16744,L,300.989416605439,310.76984089239244,1791.7989392826164,25.789946964130817,121.20106071738367,0,0.0,0.0,0.0,0.0,0.0
5000.5,H35930,H,302.15793909307115,310.6045366246121,1472.5189026025503,41.61134156153023,21.488658438469773,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20478,M,301.32580752848236,311.12885386421806,1645.930106928621,29.444982178563183,130.5501782143682,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20343,L,301.2033647837903,310.93263233671036,2014.004205979738,20.033052934684143,196.3389413063171,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55547,L,302.8827069244934,311.7172930755066,1390.2180461632895,46.77406038674012,15.913534622467049,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51231,L,302.04109152845444,311.2821830569089,1383.904093231704,46.219181353659174,37.30136441056804,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54265,L,303.2894461775868,312.43023335905235,1480.1118077219835,40.823615443966986,214.48032046336084,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51851,L,301.7775655620615,311.5014956291959,1513.029912583918,44.161217218969234,67.02991258391796,0,0.0,0.0,0.0,0.0,0.0
5000.5,H33269,L,297.51064800484204,308.40851138498783,1572.9148861501214,34.593625234866344,204.7446584503645,0,0.0,0.0,0.0,0.0,0.0
5000.5,M22339,M,301.32592835684653,310.89135721438447,1525.0432139280776,36.500776365491106,135.51080348201938,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48297,L,298.81047734829394,309.38010607739864,1526.5497348065035,40.490583425692606,85.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L57168,M,300.3411145257809,310.5202476723958,1776.6043342669257,27.040185754296814,215.19938081901063,0,0.0,0.0,0.0,0.0,0.0
5000.5,M23268,M,298.3461240698851,308.94617245632185,1572.6153101747127,36.269379650574656,126.61531017471268,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50728,L,297.625400695511,309.4407317104744,1617.0423344925182,36.13649826122255,41.87299652244509,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54733,L,298.9968888229778,309.1397576476606,1505.0993941191514,39.19256588425855,112.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50500,L,300.5769035328948,310.15204995850206,2282.532213633604,15.901171404858326,83.50878553643744,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53135,L,300.04376711827183,310.6179497619922,1661.0,34.77462555840378,108.78337898205814,0,0.0,0.0,0.0,0.0,0.0
5000.5,M16657,M,300.08540726083214,309.84377821750354,1501.3751128700142,45.012443564992964,88.08325808665728,0,0.0,0.0,0.0,0.0,0.0
5000.5,M22587,L,300.10916822525786,309.9963327098969,1658.3455576336771,29.587164484639054,127.65444236632291,0,0.0,0.0,0.0,0.0,0.0
5000.5,M17385,M,299.8734123239606,309.6,1588.9687835680525,36.709364929584225,51.695371244091994,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51766,L,303.3478480257797,312.56475380069304,1393.6762309965347,48.8942614020791,82.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51470,L,298.7575991184726,309.574858402182,1636.774858402182,33.54183449025519,205.64915041309175,0,0.0,0.0,0.0,0.0,0.0
5000.5,M21799,M,301.1108812260299,310.44058748401994,1347.0,47.97782375479402,29.51882503196011,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52194,L,298.08987988832547,308.645375376025,1451.0924924794992,40.99651654510156,69.27747743849788,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52607,L,300.9534650580386,311.5902978374919,1417.9722795356913,53.5465349419614,66.4930698839228,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53290,L,301.2001761397029,310.98756605238856,1534.3126100873144,41.45630504365714,71.50088069851428,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50163,L,300.72650714346554,310.5232685270329,1290.466866070668,56.440209374201416,126.89985044699898,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53126,L,300.01859442260263,310.251089951541,1496.0,46.078225144006794,89.62144134589035,0,0.0,0.0,0.0,0.0,0.0
5000.5,H33750,H,302.0702208416139,311.00154684536227,1426.1342543017788,50.25988910216059,100.77624283036882,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53148,L,299.7,309.12964407247796,1346.7035592752206,55.92252552203673,138.7035592752206,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47286,L,299.80781223371446,310.7876110555514,1445.7198658812247,47.63616094253045,67.12053647510152,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18438,H,303.07300845279605,312.2146016905592,1624.0,29.67610143355265,117.58406762236844,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51915,L,301.3807812854124,310.0651099838698,1546.1082174614355,41.983026556103425,229.52986095372268,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56244,L,302.0929295942429,310.7168357199,1841.3097653141429,23.692929594242873,116.52187748685677,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55726,L,298.16936175330153,309.16498486091604,1721.0875378477099,27.3,62.696960157347306,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54553,L,302.17525701111384,311.507109250577,1552.6814776053686,39.552151946738654,83.34518208429498,0,0.0,0.0,0.0,0.0,0.0
5000.5,M14904,M,300.3094497431941,310.4097608217789,1470.3322964047172,41.04236830508101,122.52440205444725,0,0.0,0.0,0.0,0.0,0.0
5000.5,M24580,M,299.3207946530299,310.3207946530299,1355.597351156567,55.28548335232253,119.5973511565669,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50812,L,299.79575199213065,310.16553386456815,1629.0,33.360436255124924,50.99150398426126,0,0.0,0.0,0.0,0.0,0.0
5000.5,M17228,M,303.11303549712983,312.36789365847244,1470.8708510319443,46.467652457823945,85.58056735462952,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55419,L,297.37413850054264,308.2576632781998,1331.541188055857,45.959960610086114,99.54118805585702,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55518,L,299.1138385294678,308.69486544122316,1734.0237163603058,32.24584365801236,160.83398547785947,0,0.0,0.0,0.0,0.0,0.0
5000.5,M22285,M,303.5446748043712,312.7845693661882,1789.39894561817,23.5718102112706,214.680843505464,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55261,L,301.1894517759029,310.3730456846202,1354.2539086307595,46.85117766818165,131.25390863075958,0,0.0,0.0,0.0,0.0,0.0
5000.5,M23563,M,298.03700949265976,309.0799222040515,1290.1712618658248,49.79429127113917,42.657476268350536,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20749,M,297.82784882201565,308.89872120371814,1219.316282716242,61.011452227299586,129.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54486,L,300.50918232064816,312.1356202914983,1365.2643797085016,44.57050125560045,129.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50063,L,300.06211304473305,309.3616862115028,1437.7684099360956,39.55432223706453,55.61472794887651,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54238,L,301.1550886899661,310.73384961469594,1520.0,44.90951285125027,145.19690231182454,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48705,L,299.93860909369454,309.5556213897189,2478.103540182322,13.655621389718938,102.44082356545837,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49565,L,299.8765273290965,310.9968202897057,1527.101464803046,36.1,125.17970703939082,0,0.0,0.0,0.0,0.0,0.0
5000.5,H38664,L,303.43630113703136,312.47876704567716,1810.1917803045142,24.940410984774296,181.78767045677114,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55749,L,297.4107505254269,308.11139957965844,1755.550507355977,29.289249474573072,124.10750525426927,0,0.0,0.0,0.0,0.0,0.0
5000.5,M21318,M,299.2824631505936,308.9264514560393,1302.4879766108913,61.143284200791534,81.14428066930512,0,0.0,0.0,0.0,0.0,0.0
5000.5,M23171,L,300.6804632977626,311.7706949466439,1299.7442087779673,49.14884175559347,78.1953670223739,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54704,L,298.60035143277423,308.8001757163871,1639.9233472559802,32.09180757643667,37.15330548803965,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50301,L,299.0387139952923,309.4736402038122,2154.955516540361,17.191433587667905,18.08236132736337,0,0.0,0.0,0.0,0.0,0.0
5000.5,M23748,H,302.20253934465444,310.53844590188703,1525.2564754088041,48.2742508213852,113.89740983647836,0,0.0,0.0,0.0,0.0,0.0
5000.5,M19427,M,300.43461050456904,309.67371225533054,1458.9022456230962,43.40145267779078,38.51122811548116,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53860,L,302.1135755548384,311.7372848890323,1414.248565926882,46.93785851827947,10.502868146235757,0,0.0,0.0,0.0,0.0,0.0
5000.5,M21903,L,300.35957495672744,311.4418418541812,1992.5744974036447,21.80354202727157,120.00708405454314,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51739,L,302.57554183598364,310.76788627128167,1432.9434281072654,43.66605686435918,13.169715678204144,0,0.0,0.0,0.0,0.0,0.0
5000.5,M16743,M,300.4507526791603,309.95759142668703,1472.3105375082441,41.974967682457965,121.3939785667176,0,0.0,0.0,0.0,0.0,0.0
5000.5,M22956,M,301.55907395686745,310.9795369784337,1557.2651232614458,39.24697534771085,175.3256163072287,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47618,M,297.6960447565237,308.25049440543455,1341.4950559456545,50.01878740651258,52.485167836963754,0,0.0,0.0,0.0,0.0,0.0
5000.5,M24463,M,298.68514829037275,309.9232672465617,1559.7722759449873,44.85495003005787,58.30693101375319,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53081,L,300.2505165711523,310.68863543465,1466.020662846091,44.60103314230455,179.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18813,M,301.6976416872099,310.62519652606585,1480.0078610426337,40.57558957819752,25.007861042633646,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50271,L,297.4836316020454,308.7890877346969,1556.722080189502,32.80298372522186,172.86104009475108,0,0.0,0.0,0.0,0.0,0.0
5000.5,M16963,M,300.59420684885623,310.2495172374047,1379.2524138129766,43.40193105038125,56.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51443,L,303.5804671714887,311.9145791239699,1619.7317760950377,30.973177609503768,141.26822390496233,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52524,L,301.2283084231081,310.96241481955303,1360.0,49.129468017775444,91.49420202666317,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47713,L,298.9459491542584,309.7486440653451,1673.8918643920704,34.34325424317182,69.29728813069015,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20883,M,301.9470267484373,311.34108024531184,1363.8810699374915,52.3,54.529732515627146,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48642,L,300.1900829834665,311.1151521363553,1701.900829834665,29.21019362808853,103.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49609,L,298.9583351901844,308.3,1431.7083240490779,49.891698233134896,38.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55128,L,298.72424985211404,308.9253402079428,1481.8964584565715,40.528881751371166,22.264305637714397,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53893,L,300.2771056419983,310.06631598712954,1417.334210032176,46.57868369991539,89.33421003217617,0,0.0,0.0,0.0,0.0,0.0
5000.5,H30932,L,300.950170307364,309.9299795631163,1362.0999318770544,50.180354239317076,25.299795631163228,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20829,M,299.8754840760888,310.46602123188154,1496.8301061594077,37.05906723429158,145.61003538646926,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20603,M,298.84646777227783,309.09033412305564,1381.8494431282406,46.079367535361186,5.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49953,L,299.54016272481,309.07824099084,1851.4058633638667,23.551042229390024,20.757329204833287,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51159,L,299.60570128299133,310.7683960838222,1431.922272788367,40.10362984481932,93.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55725,L,298.8998977170926,309.8176775962356,1815.0,25.824152305279252,66.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48007,L,297.5538699939814,309.0423374924767,1502.65402495486,38.692414972916026,157.4613000601866,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48445,L,298.47566362258954,309.3232448503214,1555.6973455096418,36.35241877226818,38.2324485032139,0,0.0,0.0,0.0,0.0,0.0
5000.5,M24734,M,298.4146853685539,308.9572350850509,1449.1436257087573,43.38531463144615,105.42872514175149,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55416,L,299.04643684879863,308.76410166522044,1498.270659265687,42.22365371495246,83.0883240821089,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18040,M,300.33270784282723,311.3423009379012,1427.1153981241976,39.90194671734578,195.71150468950603,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50978,L,301.78361594702375,311.1694249754552,1772.959454366947,27.62449317958684,52.040545633053,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48677,L,300.0160491254665,309.4744442129199,1630.4160491254665,32.15438280608672,192.95987718633376,0,0.0,0.0,0.0,0.0,0.0
5000.5,M22559,M,298.0741083170312,308.70131323241725,1442.3639754230696,39.07016861977938,26.636024576930428,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53377,L,298.1664560386767,307.9664560386767,1492.5709772257358,43.75709772257358,58.23869703235229,0,0.0,0.0,0.0,0.0,0.0
5000.5,M17640,M,298.9738314777109,309.4738901031062,1558.0,38.930666735259585,34.69567766321534,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53320,L,300.8,310.7,1588.2973528781472,34.08920586344415,143.53156858543144,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54218,L,298.408924519073,308.9794831964175,1654.0,32.41184352708139,90.11759779557414,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53383,L,301.05823813132105,310.71340949494316,1407.298857575853,50.16283828286963,67.13409494943133,0,0.0,0.0,0.0,0.0,0.0
5000.5,M22927,M,298.30675313856807,309.2521556494225,1492.7729874457277,42.04784435057753,98.45402510854434,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48462,L,299.4831056245927,309.1633788750815,1546.0,35.7056314584691,93.2112629169382,0,0.0,0.0,0.0,0.0,0.0
5000.5,M24675,M,300.2938583721269,310.0040552616745,1572.6326770348414,38.414369621944765,163.8366148257932,0,0.0,0.0,0.0,0.0,0.0
5000.5,M24680,M,301.8688181032784,310.89520278511975,1568.9280417767964,32.63672062408688,187.9760139255988,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56949,L,298.02802165137206,308.3310600971395,1387.3787980572095,50.308305342674316,26.68939902860467,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55016,L,302.4078060815575,311.2695152038937,1605.7658175532752,31.754642570902444,192.15612163114983,0,0.0,0.0,0.0,0.0,0.0
5000.5,M16392,M,301.9171969836463,311.55199725786025,1423.3480027421397,43.472207266670225,66.37000685534927,0,0.0,0.0,0.0,0.0,0.0
5000.5,M21780,M,303.1581087949715,312.3873556539102,1420.9169874357551,47.21225942318373,197.24903769273493,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48900,L,297.73131444085817,308.39039945699636,1453.9394332257457,45.71920108600733,85.84342779570905,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48900,L,298.43825729353046,308.3671204218854,1458.7617427064695,44.40469708258781,89.47651458706096,0,0.0,0.0,0.0,0.0,0.0
5000.5,M22411,M,301.38340559227527,310.6058297203863,1491.7668111845505,42.79595978648175,99.70851398068821,0,0.0,0.0,0.0,0.0,0.0
5000.5,M15562,L,302.3973160976704,311.4985791105314,1540.0,43.71420889468604,81.0063150643049,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51598,L,301.6475975462805,310.35048049074385,1639.7427926388416,28.75144147223168,92.5144147223168,0,0.0,0.0,0.0,0.0,0.0
5000.5,L57066,L,298.46331602044705,309.1272193367412,1903.7278066325882,20.80355772971178,141.49706352076475,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55259,L,298.1929638894379,308.77440114395233,1529.0464068637139,39.26751519540023,124.39520915161862,0,0.0,0.0,0.0,0.0,0.0
5000.5,M17755,M,297.45748594878125,308.5856285128047,1468.5688553841403,42.9018012311018,81.1497189756259,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54946,L,300.5662851075214,310.33485956991444,1318.0,51.19105105737881,8.561914874643547,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48956,L,300.3086427013356,309.8086427013356,1566.3909513422373,34.10452432888137,31.652262164440685,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50784,L,298.69431622558204,308.28309507482606,1551.494316225582,35.77755769848809,185.8764209436045,0,0.0,0.0,0.0,0.0,0.0
5000.5,M19075,M,300.6428138591537,310.38066208450675,2157.798344788733,17.001655211266893,28.975171830996615,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53063,M,301.031296839432,310.454769469006,1793.54769469006,25.078242098580024,141.45230530993985,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47445,L,301.2754453780712,311.6881189399452,1455.059405300274,40.43802068562201,32.78811893994522,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49449,L,302.9393612358012,312.32420154475153,1307.8225692217836,52.80292401635399,68.82256922178352,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51088,L,299.1180784291216,309.6090392145608,1630.4879566545696,33.80422187638869,115.6746955636202,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48823,L,297.5854345982783,308.5291308034435,1452.1456540172173,41.871729913913576,115.41738393113086,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56739,L,298.6361820320749,308.5313232204403,1491.2529288176113,43.012060677358306,158.9396966132085,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47740,L,299.1317188770636,309.83192558510507,1319.4397519503502,53.68877722223589,147.91966926713366,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55567,L,297.5357998457749,308.04907505783444,1349.1882486505303,53.292600462675324,68.33949961443723,0,0.0,0.0,0.0,0.0,0.0
5000.5,H29997,L,300.28384984986377,309.9646006005448,1706.9347447452328,29.316150150136206,218.4845045040862,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49890,L,299.03579576935635,309.90600604377664,1576.4180181313297,40.97321329630852,80.5819818686702,0,0.0,0.0,0.0,0.0,0.0
5000.5,M17275,M,300.16789597410354,310.38485267661065,1593.2848526766106,35.42848526766106,7.278821412884909,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47758,L,300.7505164018293,310.3,1535.5258200914666,35.85258200914666,198.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,M15566,M,299.2751939024156,309.4656653963366,1439.0626615853464,42.84686692073268,102.59399237801952,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49241,L,297.9333030082705,309.39441917355873,1363.8334849586474,58.2694874049501,169.22232330576495,0,0.0,0.0,0.0,0.0,0.0
5000.5,M23453,M,298.3180480159297,308.64680655667775,1600.1654108946093,33.59849307353121,180.16541089460935,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18269,M,300.6139131800864,310.4837266885591,1695.7440996716136,30.544223475634052,120.41863344279543,0,0.0,0.0,0.0,0.0,0.0
5000.5,H39353,H,302.26995774324973,310.8453293565574,2683.600845135005,12.621921451663452,12.41135968297976,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53315,L,301.7945514751666,310.7287928959721,1738.9588672914683,26.087660187440505,129.15064074976203,0,0.0,0.0,0.0,0.0,0.0
5000.5,M21479,M,301.98972898620815,311.03979351330145,1626.649548310347,33.00975479704548,74.0500645270933,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53157,L,301.00437176756895,310.92745911925755,1749.7472676452694,29.904986024490853,171.5054647094612,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55071,L,302.02444550623727,311.3546673037423,1518.2266634812884,37.67199617754597,101.77333651871169,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18594,M,302.759934710768,312.5779804132304,1876.506623140512,22.2506623140512,96.98675371897599,0,0.0,0.0,0.0,0.0,0.0
5000.5,M23899,M,297.412510319399,308.5820422143615,1337.0859568488731,49.87421294533806,53.56255159699508,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53761,L,300.535435362169,309.91732494969443,1559.0,39.34015933098265,192.22834381288192,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49448,L,299.14737206016895,308.98447786919434,1438.0,51.366047718771874,63.62894190974653,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53731,L,297.7914141437364,308.06818181519606,1621.106060616013,32.79343434907414,123.38383835729816,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53138,L,303.4620116906581,311.4905029226645,1535.0474853866774,33.28812865333064,120.03561404000808,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56655,L,297.68104902489716,308.68039338433647,1516.4967217971962,43.09737743775702,162.09803307831777,0,0.0,0.0,0.0,0.0,0.0
5000.5,M21383,M,297.83123001967397,307.97973245573365,1845.6876998032608,23.757807504918482,41.04652534429382,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56185,L,300.07894117669383,309.76615966407286,1334.7518767508066,48.672184873790115,183.36843137217696,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52986,L,302.9907163152101,312.16979266175485,1444.6743637787938,50.42554192073152,174.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56007,L,297.2,308.601278495068,1463.74041128699,49.69021680201953,145.75319623767004,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47762,L,299.5887993210398,309.0887993210398,1341.262544837309,47.988799321039785,199.61260462038743,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51227,L,301.3744414965534,310.9595844387925,1454.9361037413835,46.91916887758494,34.73402593534589,0,0.0,0.0,0.0,0.0,0.0
5000.5,M22155,M,301.59321070990484,311.192428094654,1318.9921738474914,61.44621404732699,86.61357858019029,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53331,L,300.87863042438636,310.0138872198139,1560.1965760609658,32.28097687163482,164.70513590855128,0,0.0,0.0,0.0,0.0,0.0
5000.5,H38944,H,297.6338461939547,308.7338461939547,1403.9491124568883,50.42721885777938,96.84733737066475,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50405,L,300.6004148042507,310.9002765361671,1471.0,37.90193575316986,86.00691340417808,0,0.0,0.0,0.0,0.0,0.0
5000.5,H32080,H,298.54746609582946,309.69416289953665,1696.7645927511585,32.24708144976831,208.1167420092678,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48453,L,301.0168053953253,309.8996778584804,1394.0,53.9256913052674,58.36510064327092,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49202,L,298.00484969957307,309.0426528057964,1376.8659068133004,43.302279560098754,61.48787575106722,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55496,L,298.006486557509,309.2048649181317,1458.0405409844311,39.80162163937724,87.02432459065864,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53182,L,299.98612121634613,309.50647676570514,1675.0092525224359,30.223131306089755,11.064767657051316,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54154,L,301.4394339924377,310.9460566007562,1312.2239620529358,51.91481106427917,122.15773596975097,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53306,L,298.8069990521974,309.8069990521974,1371.534995260987,54.03732827838613,110.44167456502167,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54985,L,298.36388848548245,308.87743030342654,1706.0,29.529340605545475,107.09027878629377,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18574,L,300.219150808258,310.1887596830965,1867.4346370838716,22.98176532490313,48.373854833548606,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47927,L,298.7292060994709,309.22320948806583,1353.8239864456202,47.841782040446745,208.11798983421514,0,0.0,0.0,0.0,0.0,0.0
5000.5,M17524,M,298.020053449232,308.4559893101536,1487.119786203072,42.912245866467316,196.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55296,L,298.7434924780286,308.9522976829135,1993.1944855610075,20.891194795115045,12.70827165848877,0,0.0,0.0,0.0,0.0,0.0
5000.5,M15711,M,300.95070147230393,309.8005611778432,1391.1699402040852,48.349579116617626,7.668537259477229,0,0.0,0.0,0.0,0.0,0.0
5000.5,M15735,M,297.2227830273627,307.90063090578303,1445.1856525228022,45.67784787842034,78.3713050456045,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51183,L,303.28190794337706,312.01222593393993,1519.535453270419,35.25158995281425,154.2322733647905,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20964,M,301.0626417584545,310.2487213676868,1458.791194138485,43.227840781535335,47.32599511540416,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47485,L,299.1526197408048,309.5339083574897,2125.8187435154164,18.640351440914056,128.58477089372423,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47711,L,297.7474782070066,308.61513075796034,1547.525217929934,36.227303863059504,69.96637609342149,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56881,L,299.91114578215735,311.19540793067046,1484.842621485131,40.00655371282783,74.68524297026227,0,0.0,0.0,0.0,0.0,0.0
5000.5,M14945,H,303.37355953517726,312.57355953517725,1791.3161011620568,26.50258482569147,13.70974709485785,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55664,L,298.2523626106648,309.0078753688828,1395.5236261066486,49.88169406355042,109.75393768444142,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53707,L,298.44222212617484,308.1759855856248,1516.7792115315,40.535053837800156,50.11039423424993,0,0.0,0.0,0.0,0.0,0.0
5000.5,M22972,M,300.3,310.998296381944,1444.6609879398134,38.06306651250081,1.8712096481493568,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54140,L,298.9433026394761,309.371651319738,1418.9291282993452,48.009426027315016,90.71651319738051,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54668,L,299.1419993099038,309.0223628207954,1543.196364891084,36.88763372872359,157.392729782168,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53184,L,301.60339355310555,310.69423828082813,1765.4135742124222,27.162036131863317,11.264404297929646,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52799,L,299.9828733705161,309.58839826188387,1950.1104978273547,22.085911793890318,133.36187771580646,0,0.0,0.0,0.0,0.0,0.0
